1.0e0 0.0e0 -1.53598e-2 -1.53598e-2
1.041666e0 0.0e0 -1.41556e-2 -1.41556e-2
1.0833319e0 0.0e0 -1.30876e-2 -1.30876e-2
1.1249979e0 0.0e0 -1.21361e-2 -1.21361e-2
1.1666638e0 0.0e0 -1.12848e-2 -1.12848e-2
1.2083298e0 0.0e0 -1.05199e-2 -1.05199e-2
1.2499957e0 0.0e0 -9.8303e-3 -9.8303e-3
1.2916617e0 0.0e0 -9.2064e-3 -9.2064e-3
1.3333276e0 0.0e0 -8.6398e-3 -8.6398e-3
1.3749936e0 0.0e0 -8.1242e-3 -8.1242e-3
1.4166595e0 0.0e0 -7.6534e-3 -7.6534e-3
1.4583255e0 0.0e0 -7.2223e-3 -7.2223e-3
1.4999915e0 0.0e0 -6.8266e-3 -6.8266e-3
1.5416574e0 0.0e0 -6.4626e-3 -6.4626e-3
1.5833234e0 0.0e0 -6.1272e-3 -6.1272e-3
1.6249893e0 0.0e0 -5.8168e-3 -5.8168e-3
1.6666553e0 0.0e0 -5.5296e-3 -5.5296e-3
1.7083212e0 0.0e0 -5.2632e-3 -5.2632e-3
1.7499872e0 0.0e0 -5.0156e-3 -5.0156e-3
1.7916531e0 0.0e0 -4.785e-3 -4.785e-3
1.8333191e0 0.0e0 -4.57e-3 -4.57e-3
1.874985e0 0.0e0 -4.3692e-3 -4.3692e-3
1.916651e0 0.0e0 -4.1812e-3 -4.1812e-3
1.958317e0 0.0e0 -4.0051e-3 -4.0051e-3
1.9999829e0 0.0e0 -3.84e-3 -3.84e-3

1.0e0 3.75e0 -1.5427e-2 -1.5427e-2
1.041666e0 3.75e0 -1.42175e-2 -1.42175e-2
1.0833319e0 3.75e0 -1.31448e-2 -1.31448e-2
1.1249979e0 3.75e0 -1.2189e-2 -1.2189e-2
1.1666638e0 3.75e0 -1.1334e-2 -1.1334e-2
1.2083298e0 3.75e0 -1.0566e-2 -1.0566e-2
1.2499957e0 3.75e0 -9.8734e-3 -9.8734e-3
1.2916617e0 3.75e0 -9.2467e-3 -9.2467e-3
1.3333276e0 3.75e0 -8.6777e-3 -8.6777e-3
1.3749936e0 3.75e0 -8.1598e-3 -8.1598e-3
1.4166595e0 3.75e0 -7.6869e-3 -7.6869e-3
1.4583255e0 3.75e0 -7.2539e-3 -7.2539e-3
1.4999915e0 3.75e0 -6.8565e-3 -6.8565e-3
1.5416574e0 3.75e0 -6.4908e-3 -6.4908e-3
